OBJECTID,UIDENTSTLA,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,IstRad,IstPKW,IstFuss,IstKrad,IstSonstig,LICHT,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
179685,9.1708E+18,9,1,84,138,2017,8,11,3,3,5,3,0,1,0,0,1,0,0,6.82526E+20,5.33131E+21,1.14521E+16,4.81089E+16
179686,9.1708E+18,9,1,84,136,2017,8,17,3,3,4,7,0,1,0,0,0,0,0,6.9765E+20,5.32727E+21,1.16532E+16,4.80681E+16
179687,9.1708E+18,9,1,62,0,2017,8,8,3,3,5,2,1,1,0,0,0,0,0,6.92161E+20,5.33923E+21,1.1585E+16,4.81772E+16
179688,9.1708E+18,9,1,62,0,2017,8,19,3,3,4,6,1,1,0,0,0,0,0,6.92765E+20,5.33562E+21,1.15915E+16,4.81446E+16
179689,9.1708E+18,9,1,62,0,2017,8,14,3,3,6,4,0,1,1,0,0,0,0,6.86647E+20,5.33793E+21,1.15103E+16,4.81671E+16
179690,9.1708E+18,9,1,62,0,2017,8,17,3,3,3,6,1,0,0,0,0,0,0,6.93349E+20,5.33611E+21,1.15996E+16,4.81488E+16
179691,9.1708E+18,9,1,62,0,2017,8,15,3,2,6,4,0,0,1,1,0,0,0,6.90263E+20,5.33494E+21,1.15576E+16,4.81393E+16
179692,9.1708E+18,9,1,62,0,2017,8,10,3,3,6,4,1,0,1,0,0,0,0,6.86941E+20,5.33696E+21,1.15138E+16,4.81584E+16
179693,9.1708E+18,9,1,62,0,2017,8,12,3,2,4,2,0,1,0,1,0,0,0,6.92598E+20,5.33806E+21,1.15903E+16,4.81666E+16
179694,9.1708E+18,9,1,62,0,2017,8,19,3,3,6,1,1,0,1,0,0,0,0,6.89738E+20,5.33964E+21,1.15526E+16,4.81816E+16
179695,9.1708E+18,9,1,62,0,2017,8,15,3,3,6,2,0,1,1,0,0,0,0,6.91632E+20,5.33805E+21,1.15774E+16,4.81668E+16
179696,9.1708E+18,9,1,62,0,2017,8,15,3,2,5,2,1,1,0,0,0,0,0,6.88285E+20,5.33636E+21,1.15316E+16,4.81526E+16
179697,9.1708E+18,9,1,84,122,2017,8,11,3,3,3,2,0,1,0,0,0,0,0,6.8799E+20,5.3238E+21,1.15221E+16,4.80398E+16
179698,9.1708E+18,9,1,62,0,2017,8,15,3,3,0,3,0,1,0,0,1,0,0,6.88308E+20,5.33195E+21,1.153E+16,4.81129E+16
179699,9.1708E+18,9,1,62,0,2017,8,22,3,3,0,1,0,0,0,1,0,2,1,6.90115E+20,5.33493E+21,1.15556E+16,4.81392E+16
179700,9.1708E+18,9,1,62,0,2017,8,21,3,2,5,3,1,0,0,0,0,2,0,6.91838E+20,5.33682E+21,1.15796E+16,4.81556E+16
179701,9.1708E+18,9,7,74,185,2017,8,17,3,3,5,3,0,1,0,1,0,0,0,6.0892E+20,5.34811E+21,1.0468E+16,4.82768E+16
179702,9.1708E+18,9,7,80,123,2017,8,9,3,3,0,1,1,0,0,0,0,0,0,6.07106E+20,5.25395E+21,1.04203E+16,4.74302E+16
179703,9.1708E+18,9,7,80,133,2017,8,20,3,3,0,1,1,0,0,0,0,0,0,5.92276E+20,5.2504E+21,1.02229E+16,4.74005E+16
179704,9.1708E+18,9,7,76,117,2017,8,19,3,3,4,1,0,1,0,1,0,1,1,5.66295E+20,5.27072E+21,9.8817E+15,4.75865E+16
179705,9.1708E+18,9,7,79,131,2017,8,9,3,3,5,3,1,1,0,0,0,0,0,6.33463E+20,5.39804E+21,1.08146E+16,4.87211E+16
179706,9.1708E+18,9,7,61,0,2017,8,9,3,3,0,1,1,0,0,0,0,0,0,6.3894E+20,5.35904E+21,1.0876E+16,4.83693E+16
179707,9.1708E+18,9,7,61,0,2017,8,15,3,3,3,2,0,1,0,1,0,0,0,6.37686E+20,5.36144E+21,1.08599E+16,4.83911E+16
179708,9.1708E+18,9,7,61,0,2017,8,22,3,3,5,7,0,1,0,0,0,2,0,6.38192E+20,5.36166E+21,1.08668E+16,4.83929E+16
179709,9.1708E+18,9,7,61,0,2017,8,14,3,3,0,7,1,0,0,0,0,0,0,6.41486E+20,5.35581E+21,1.09093E+16,4.83396E+16
179710,9.1708E+18,9,7,61,0,2017,8,17,3,3,5,3,0,1,0,0,0,0,0,6.39129E+20,5.35689E+21,1.08779E+16,4.83498E+16
179711,9.1708E+18,9,7,61,0,2017,8,20,3,3,0,1,1,0,0,0,0,0,0,6.39944E+20,5.35772E+21,1.08892E+16,4.83571E+16
179712,9.1708E+18,9,6,79,194,2017,8,17,3,3,5,3,0,1,0,1,0,0,0,5.60638E+20,5.52508E+21,9.84393E+15,4.98751E+16
179713,9.1708E+18,9,6,63,0,2017,8,18,3,2,6,4,1,0,1,0,0,0,0,5.67004E+20,5.51625E+21,9.93099E+15,4.97949E+16
179714,9.1708E+18,9,6,73,114,2017,8,8,3,3,4,2,1,1,0,0,0,0,0,5.85682E+20,5.57566E+21,1.02037E+16,5.03268E+16
179715,9.1708E+18,9,6,62,0,2017,8,12,3,3,1,6,0,1,1,0,0,0,0,5.87153E+20,5.54396E+21,1.02171E+16,5.00416E+16
179716,9.1708E+18,9,6,78,135,2017,8,7,3,3,5,3,0,1,0,1,0,0,0,5.9195E+20,5.54225E+21,1.02837E+16,5.00254E+16
179717,9.1708E+18,9,6,76,121,2017,8,11,3,3,5,3,0,1,0,0,0,0,0,5.11666E+20,5.52153E+21,9.16227E+15,4.9846E+16
179718,9.1708E+18,9,6,61,0,2017,8,17,3,2,1,3,0,1,0,1,0,0,1,5.0891E+20,5.53713E+21,9.1243E+15,4.99865E+16
179719,9.1708E+18,9,6,71,111,2017,8,11,3,3,1,1,0,1,0,0,0,0,0,5.06712E+20,5.5487E+21,9.09384E+15,5.00905E+16
179720,9.1708E+18,9,5,62,0,2017,8,17,3,3,5,3,1,1,0,0,0,0,0,6.41908E+20,5.49606E+21,1.09639E+16,4.96005E+16
179721,9.1708E+18,9,5,62,0,2017,8,16,3,3,2,6,0,1,0,0,0,0,0,6.41014E+20,5.49546E+21,1.09514E+16,4.95953E+16
179722,9.1708E+18,9,5,74,138,2017,8,11,3,3,5,3,1,1,0,0,0,0,0,6.63178E+20,5.48864E+21,1.1255E+16,4.95284E+16
179723,9.1708E+18,9,5,76,127,2017,8,11,3,3,0,7,0,0,0,1,1,0,0,6.58742E+20,5.45006E+21,1.11784E+16,4.91828E+16
179724,9.1708E+18,9,5,64,0,2017,8,14,3,3,6,7,0,1,1,0,0,0,0,6.55697E+20,5.4743E+21,1.1146E+16,4.94014E+16
179725,9.1708E+18,9,5,64,0,2017,8,6,3,3,5,3,1,1,0,0,0,0,0,6.46884E+20,5.48127E+21,1.10273E+16,4.94663E+16
179726,9.1708E+18,9,5,64,0,2017,8,18,3,3,0,1,1,0,0,0,0,0,0,6.52828E+20,5.47929E+21,1.11085E+16,4.9447E+16
179727,9.1708E+18,9,5,64,0,2017,8,7,3,3,5,3,1,0,0,0,0,0,0,6.49056E+20,5.48075E+21,1.1057E+16,4.94611E+16
179728,9.1708E+18,9,5,64,0,2017,8,11,3,3,5,3,1,1,0,0,0,0,0,6.51465E+20,5.48057E+21,1.10902E+16,4.94589E+16
179729,9.1708E+18,9,5,71,193,2017,8,14,3,3,5,3,1,1,0,0,0,0,0,5.84952E+20,5.47044E+21,1.01704E+16,4.93807E+16
179730,9.1708E+18,9,5,75,153,2017,8,11,3,2,6,4,0,1,1,0,0,0,0,6.15844E+20,5.49288E+21,1.06025E+16,4.95774E+16
179731,9.1708E+18,9,5,71,139,2017,8,22,3,3,7,7,1,0,0,0,0,2,1,6.01516E+20,5.43774E+21,1.03903E+16,4.90841E+16
179732,9.1708E+18,9,4,73,121,2017,8,19,3,3,0,1,1,0,0,0,0,0,0,6.47629E+20,5.56488E+21,1.10694E+16,5.02177E+16
179733,9.1708E+18,9,4,62,0,2017,8,2,3,2,8,1,1,0,0,0,0,2,0,6.83426E+20,5.5352E+21,1.15564E+16,4.99409E+16
179734,9.1708E+18,9,4,74,126,2017,8,9,3,3,5,2,1,0,0,0,1,0,0,6.48672E+20,5.50808E+21,1.1062E+16,4.97068E+16
179735,9.1708E+18,9,4,61,0,2017,8,13,3,3,0,7,1,0,0,0,0,0,0,6.36046E+20,5.52887E+21,1.08943E+16,4.98967E+16
179736,9.1708E+18,9,3,75,174,2017,8,22,3,3,5,3,0,1,0,0,0,2,0,7.3378E+20,5.42981E+21,1.2195E+16,4.89769E+16
179737,9.1708E+18,9,3,62,0,2017,8,6,3,3,3,6,1,1,0,0,0,0,0,7.24772E+20,5.43495E+21,1.20749E+16,4.90264E+16
179738,9.1708E+18,9,3,73,140,2017,8,16,3,3,8,1,0,0,0,1,0,0,0,6.90294E+20,5.46788E+21,1.16194E+16,4.93339E+16
179739,9.1708E+18,9,3,72,143,2017,8,16,3,3,2,6,0,1,0,0,0,0,0,7.74717E+20,5.45182E+21,1.27682E+16,4.91577E+16
179740,9.1708E+18,9,3,76,117,2017,8,14,3,2,8,7,1,0,0,0,0,0,0,7.40688E+20,5.45971E+21,1.2307E+16,4.92428E+16
179741,9.1708E+18,9,3,61,0,2017,8,23,3,3,0,7,1,0,0,0,0,2,0,7.08649E+20,5.48032E+21,1.18782E+16,4.94397E+16
179742,9.1708E+18,9,3,71,146,2017,8,8,3,3,5,3,0,1,0,0,1,0,0,7.14301E+20,5.46334E+21,1.1947E+16,4.92852E+16
179743,9.1708E+18,9,2,76,148,2017,8,3,3,3,8,1,0,1,0,0,0,2,0,8.08898E+20,5.43932E+21,1.32262E+16,4.90293E+16
179744,9.1708E+18,9,2,77,138,2017,8,21,3,3,8,7,0,1,0,0,0,2,0,7.91584E+20,5.37352E+21,1.29434E+16,4.84472E+16
179745,9.1708E+18,9,2,62,0,2017,8,12,3,3,9,7,1,0,0,0,0,0,0,8.28449E+20,5.38851E+21,1.34523E+16,4.85635E+16
179746,9.1708E+18,9,2,72,118,2017,8,15,3,2,0,7,0,1,0,0,0,0,0,8.33435E+20,5.41601E+21,1.35419E+16,4.88075E+16
179747,9.1708E+18,9,2,77,116,2017,8,7,3,3,5,3,0,1,0,0,1,0,0,7.7742E+20,5.36782E+21,1.27486E+16,4.84025E+16
179748,9.1708E+18,9,2,61,0,2017,8,13,3,3,1,7,1,1,0,0,0,0,0,7.3412E+20,5.38171E+21,1.21723E+16,4.85447E+16
179749,9.1708E+18,9,2,61,0,2017,8,17,3,3,6,4,0,1,1,0,0,0,0,7.32873E+20,5.38076E+21,1.21549E+16,4.85366E+16
179750,9.1708E+18,9,1,73,147,2017,8,7,3,2,5,2,0,1,0,1,0,0,0,6.81236E+20,5.30831E+21,1.14251E+16,4.79025E+16
179751,9.1708E+18,9,1,73,145,2017,8,18,3,2,5,3,1,1,0,0,0,0,0,6.89086E+20,5.29258E+21,1.15232E+16,4.77589E+16
179752,9.1708E+18,9,1,83,128,2017,8,22,3,3,6,4,1,0,1,0,0,2,1,7.61716E+20,5.34909E+21,1.25252E+16,4.8241E+16
179753,9.1708E+18,9,1,87,138,2017,8,19,3,3,3,7,1,0,0,0,0,0,0,7.56128E+20,5.31029E+21,1.24268E+16,4.78948E+16
179754,9.1708E+18,9,1,82,125,2017,8,9,3,3,3,2,1,1,0,0,0,0,0,7.08838E+20,5.29607E+21,1.17881E+16,4.77841E+16
179755,9.1708E+18,9,1,87,179,2017,8,19,3,2,1,5,1,0,0,0,1,0,0,7.23375E+20,5.31163E+21,1.19899E+16,4.79191E+16
179756,9.1708E+18,9,1,87,122,2017,8,17,3,3,2,6,0,1,0,1,0,0,0,7.19742E+20,5.3083E+21,1.19397E+16,4.78903E+16
179757,9.1708E+18,9,1,61,0,2017,8,17,3,3,1,6,0,1,0,1,0,0,0,6.80248E+20,5.40566E+21,1.14535E+16,4.87778E+16
179758,9.1708E+18,9,1,86,126,2017,8,6,3,3,2,6,1,1,0,0,0,0,0,6.84919E+20,5.37685E+21,1.15042E+16,4.85175E+16
179759,9.1708E+18,9,1,85,149,2017,8,19,3,2,0,1,1,0,0,0,0,0,0,6.60688E+20,5.39974E+21,1.11852E+16,4.873E+16
179760,9.1708E+18,9,1,76,161,2017,8,9,3,2,0,7,0,0,0,0,1,0,0,6.81009E+20,5.41591E+21,1.14684E+16,4.88698E+16
179761,9.1708E+18,9,1,88,137,2017,8,18,3,2,4,6,1,1,0,0,0,0,0,6.71106E+20,5.31814E+21,1.12936E+16,4.79936E+16
179762,9.1708E+18,9,1,78,155,2017,8,16,3,3,8,6,0,1,0,1,0,0,0,7.2121E+20,5.3746E+21,1.19938E+16,4.84855E+16
179763,9.1708E+18,9,1,77,116,2017,8,17,3,2,5,3,0,1,0,1,0,0,0,7.08049E+20,5.36321E+21,1.18103E+16,4.83877E+16
179764,9.17073E+18,9,1,84,129,2017,7,2,2,3,0,7,0,0,0,1,0,2,1,7.00342E+20,5.32698E+21,1.16892E+16,4.80646E+16
179765,9.17073E+18,9,1,62,0,2017,7,17,2,3,0,2,0,1,0,1,0,0,0,6.92703E+20,5.33799E+21,1.15917E+16,4.81659E+16
179766,9.17073E+18,9,1,62,0,2017,7,16,2,3,5,3,1,1,0,0,0,0,0,6.91515E+20,5.34091E+21,1.15771E+16,4.81925E+16
179767,9.17073E+18,9,1,62,0,2017,7,8,2,2,4,2,0,1,0,1,0,0,0,6.97928E+20,5.33452E+21,1.16603E+16,4.81331E+16
179768,9.17073E+18,9,1,62,0,2017,7,16,2,3,0,6,0,1,0,0,1,0,0,6.86214E+20,5.33485E+21,1.15032E+16,4.81396E+16
179769,9.17073E+18,9,1,62,0,2017,7,18,2,3,2,6,0,1,0,0,0,0,0,6.90831E+20,5.34277E+21,1.15687E+16,4.82095E+16
179770,9.17073E+18,9,1,62,0,2017,7,11,2,3,4,6,1,0,0,0,0,0,0,6.82232E+20,5.33667E+21,1.14505E+16,4.81571E+16
179771,9.17073E+18,9,1,62,0,2017,7,18,2,2,4,6,1,0,0,0,0,0,0,6.90373E+20,5.33855E+21,1.15607E+16,4.81716E+16
179772,9.17073E+18,9,1,62,0,2017,7,8,2,3,2,6,0,1,0,0,0,0,0,6.86555E+20,5.33635E+21,1.15084E+16,4.8153E+16
179773,9.17073E+18,9,1,84,139,2017,7,16,2,3,5,3,1,1,0,0,0,0,0,6.87471E+20,5.32661E+21,1.15164E+16,4.80652E+16
179774,9.17073E+18,9,1,62,0,2017,7,8,2,3,3,4,1,0,1,0,0,0,0,6.93734E+20,5.3339E+21,1.16037E+16,4.81288E+16
179775,9.17073E+18,9,1,62,0,2017,7,12,2,3,3,5,1,1,0,0,0,0,0,6.8907E+20,5.33272E+21,1.15406E+16,4.81196E+16
179776,9.17073E+18,9,1,62,0,2017,7,9,2,3,6,4,1,0,1,0,0,0,0,6.90831E+20,5.3367E+21,1.1566E+16,4.81549E+16
179777,9.17073E+18,9,1,62,0,2017,7,18,2,3,5,3,1,1,0,0,0,0,0,6.92437E+20,5.33815E+21,1.15882E+16,4.81674E+16
179778,9.17073E+18,9,7,75,152,2017,7,17,2,3,5,1,1,1,0,0,0,0,0,5.77245E+20,5.35235E+21,1.0042E+16,4.83196E+16
179779,9.17073E+18,9,7,64,0,2017,7,16,2,3,0,7,1,0,0,0,0,0,0,5.88361E+20,5.31732E+21,1.01846E+16,4.8003E+16
179780,9.17073E+18,9,7,78,150,2017,7,15,2,3,0,7,1,0,0,0,0,0,0,5.86241E+20,5.32128E+21,1.0157E+16,4.8039E+16
179781,9.17073E+18,9,7,78,144,2017,7,12,2,1,0,1,1,0,0,0,0,0,1,5.90313E+20,5.30306E+21,1.02078E+16,4.78745E+16
179782,9.17073E+18,9,7,63,0,2017,7,10,2,3,0,1,1,0,0,0,0,0,0,5.99495E+20,5.28473E+21,1.03264E+16,4.77083E+16
179783,9.17073E+18,9,7,80,133,2017,7,16,2,3,0,1,1,0,0,0,0,0,0,5.96668E+20,5.24904E+21,1.02808E+16,4.73876E+16
179784,9.17073E+18,9,7,77,125,2017,7,11,2,2,4,6,0,0,0,1,1,0,0,6.22114E+20,5.27392E+21,1.06247E+16,4.76072E+16
179785,9.17073E+18,9,7,78,116,2017,7,18,2,3,0,1,1,0,0,0,0,0,0,6.19893E+20,5.31813E+21,1.06074E+16,4.80052E+16
179786,9.17073E+18,9,7,79,147,2017,7,14,2,2,8,1,1,0,0,0,0,0,0,6.08396E+20,5.42887E+21,1.04821E+16,4.90032E+16
179787,9.17073E+18,9,7,79,131,2017,7,19,2,3,0,7,1,0,0,0,0,0,0,6.29853E+20,5.3975E+21,1.07654E+16,4.8717E+16
179788,9.17073E+18,9,7,72,115,2017,7,13,2,3,1,7,0,1,0,1,0,0,0,6.19835E+20,5.37234E+21,1.0622E+16,4.84927E+16
179789,9.17073E+18,9,7,72,147,2017,7,11,2,3,5,3,1,1,0,0,0,0,0,6.38983E+20,5.36559E+21,1.08788E+16,4.84281E+16
179790,9.17073E+18,9,7,72,184,2017,7,9,2,3,4,2,0,1,0,0,0,0,0,6.34944E+20,5.36167E+21,1.0823E+16,4.83938E+16
179791,9.17073E+18,9,7,72,163,2017,7,14,2,2,0,3,1,0,0,0,0,0,0,6.40449E+20,5.34981E+21,1.08933E+16,4.82859E+16
179792,9.17073E+18,9,7,61,0,2017,7,14,2,3,1,6,0,1,0,0,0,0,0,6.37111E+20,5.35931E+21,1.08515E+16,4.83721E+16
179793,9.17073E+18,9,7,61,0,2017,7,7,2,3,5,3,1,1,0,0,0,0,0,6.368E+20,5.36084E+21,1.08478E+16,4.83859E+16
179794,9.17073E+18,9,7,61,0,2017,7,21,2,3,0,7,1,0,0,0,0,2,0,6.41157E+20,5.35987E+21,1.09062E+16,4.83762E+16
179795,9.17073E+18,9,6,79,128,2017,7,15,2,3,0,1,1,0,0,0,0,0,1,5.60629E+20,5.52335E+21,9.84353E+15,4.98595E+16
179796,9.17073E+18,9,6,71,122,2017,7,7,2,3,5,3,1,1,0,0,0,0,0,5.02947E+20,5.53138E+21,9.04106E+15,4.99348E+16
179797,9.17073E+18,9,6,71,121,2017,7,20,2,3,0,7,1,0,0,0,0,0,0,5.12777E+20,5.53825E+21,9.17827E+15,4.99965E+16
179798,9.17073E+18,9,5,65,0,2017,7,12,2,3,4,6,0,1,0,0,0,0,0,6.47686E+20,5.46445E+21,1.10321E+16,4.93149E+16
179799,9.17073E+18,9,5,64,0,2017,7,16,2,3,5,7,0,1,0,1,0,0,0,6.4916E+20,5.48064E+21,1.10584E+16,4.94601E+16
179800,9.17073E+18,9,5,64,0,2017,7,19,2,3,5,3,0,1,0,1,0,0,0,6.48739E+20,5.47971E+21,1.10522E+16,4.94519E+16
179801,9.17073E+18,9,5,64,0,2017,7,7,2,3,0,1,1,0,0,0,0,0,0,6.52015E+20,5.48338E+21,1.10988E+16,4.9484E+16
179802,9.17073E+18,9,5,64,0,2017,7,11,2,3,5,3,1,1,0,0,0,0,0,6.5119E+20,5.48019E+21,1.10862E+16,4.94556E+16
179803,9.17073E+18,9,5,64,0,2017,7,15,2,3,3,6,0,1,0,0,0,0,0,6.49495E+20,5.47926E+21,1.10625E+16,4.94476E+16
179804,9.17073E+18,9,5,64,0,2017,7,17,2,3,5,3,1,1,0,0,0,0,0,6.45383E+20,5.47869E+21,1.10056E+16,4.94435E+16
179805,9.17073E+18,9,5,64,0,2017,7,8,2,3,0,2,1,1,0,0,0,0,0,6.50356E+20,5.48094E+21,1.1075E+16,4.94625E+16
179806,9.17073E+18,9,5,77,173,2017,7,14,2,3,5,3,1,1,0,0,0,0,0,6.39476E+20,5.42582E+21,1.09058E+16,4.89695E+16
179807,9.17073E+18,9,5,75,121,2017,7,17,2,3,4,6,1,1,0,0,0,0,0,6.24137E+20,5.49012E+21,1.07162E+16,4.95509E+16
179808,9.17073E+18,9,5,71,214,2017,7,14,2,3,5,3,0,1,0,0,0,0,0,6.17184E+20,5.43379E+21,1.06036E+16,4.90458E+16
179809,9.17073E+18,9,5,61,0,2017,7,14,2,3,0,1,1,0,0,0,0,0,0,6.1452E+20,5.46262E+21,1.05754E+16,4.93056E+16
179810,9.17073E+18,9,5,71,113,2017,7,18,2,3,8,1,0,1,0,0,0,0,0,6.17566E+20,5.44478E+21,1.06121E+16,4.91446E+16
179811,9.17073E+18,9,4,64,0,2017,7,12,2,3,5,3,0,1,0,0,0,0,0,7.06913E+20,5.57709E+21,1.19061E+16,5.03096E+16
179812,9.17073E+18,9,4,63,0,2017,7,18,2,3,0,1,0,0,0,1,0,0,0,6.39688E+20,5.5689E+21,1.09596E+16,5.02557E+16
179813,9.17073E+18,9,4,62,0,2017,7,7,2,3,5,3,0,1,0,0,0,0,1,6.85212E+20,5.53625E+21,1.15818E+16,4.99499E+16
179814,9.17073E+18,9,3,62,0,2017,7,16,2,3,2,6,0,1,0,0,0,0,0,7.30972E+20,5.43026E+21,1.21569E+16,4.89821E+16
179815,9.17073E+18,9,3,62,0,2017,7,20,2,3,0,1,1,0,0,0,0,2,0,7.2594E+20,5.43574E+21,1.20913E+16,4.90331E+16
179816,9.17073E+18,9,3,73,112,2017,7,4,2,3,7,1,0,1,0,0,0,2,1,6.79764E+20,5.44404E+21,1.14639E+16,4.91229E+16
179817,9.17073E+18,9,2,63,0,2017,7,14,2,3,3,6,1,0,0,0,1,0,0,7.63231E+20,5.42117E+21,1.25911E+16,4.88875E+16
179818,9.17073E+18,9,2,71,118,2017,7,6,2,3,9,1,0,0,0,1,0,1,1,7.88639E+20,5.40051E+21,1.29224E+16,4.86908E+16
179819,9.17073E+18,9,2,71,119,2017,7,17,2,3,5,3,0,1,0,0,0,0,0,7.91097E+20,5.41659E+21,1.29671E+16,4.8834E+16
179820,9.17073E+18,9,2,72,146,2017,7,9,2,3,5,3,0,1,0,1,0,0,0,8.27568E+20,5.42444E+21,1.34689E+16,4.88862E+16
179821,9.17073E+18,9,2,74,172,2017,7,17,2,3,5,3,0,0,0,1,1,0,0,7.18809E+20,5.39307E+21,1.19711E+16,4.86524E+16
179822,9.17073E+18,9,2,79,122,2017,7,12,2,3,0,7,0,1,0,0,0,0,0,7.71731E+20,5.39718E+21,1.2691E+16,4.86685E+16
179823,9.17073E+18,9,1,73,120,2017,7,16,2,3,4,2,0,1,0,0,0,0,0,6.888E+20,5.31246E+21,1.1528E+16,4.79376E+16
179824,9.17073E+18,9,1,90,148,2017,7,18,2,2,5,3,1,0,0,0,0,0,0,6.40901E+20,5.29695E+21,1.0882E+16,4.78104E+16
179825,9.17073E+18,9,1,90,148,2017,7,19,2,3,1,6,0,1,0,1,0,0,0,6.41904E+20,5.29719E+21,1.08955E+16,4.78124E+16
179826,9.17073E+18,9,1,90,132,2017,7,15,2,3,5,2,1,1,0,0,0,0,0,6.74657E+20,5.29544E+21,1.13319E+16,4.77886E+16
179827,9.17073E+18,9,1,80,134,2017,7,18,2,3,0,7,1,0,0,0,1,0,0,6.61677E+20,5.28622E+21,1.11553E+16,4.77091E+16
179828,9.17073E+18,9,1,83,139,2017,7,18,2,2,8,1,0,1,0,0,0,0,0,7.35347E+20,5.33507E+21,1.21628E+16,4.81253E+16
179829,9.17073E+18,9,1,83,128,2017,7,6,2,3,4,6,1,1,0,0,0,0,0,7.62037E+20,5.34944E+21,1.25297E+16,4.8244E+16
179830,9.17073E+18,9,1,72,130,2017,7,7,2,3,5,3,0,1,0,0,0,0,0,7.96244E+20,5.30973E+21,1.29619E+16,4.78725E+16
179831,9.17073E+18,9,1,71,112,2017,7,7,2,3,5,3,0,1,0,0,0,0,0,7.80944E+20,5.33895E+21,1.27769E+16,4.81417E+16
179832,9.17073E+18,9,1,72,114,2017,7,14,2,2,0,1,1,0,0,0,0,0,0,7.9138E+20,5.29434E+21,1.28867E+16,4.77365E+16
179833,9.17073E+18,9,1,72,128,2017,7,10,2,3,5,3,0,1,0,0,0,0,0,7.92621E+20,5.2969E+21,1.29049E+16,4.7759E+16
179834,9.17073E+18,9,1,71,121,2017,7,10,2,3,5,3,0,1,0,0,0,0,0,7.74742E+20,5.34501E+21,1.26976E+16,4.81988E+16
179835,9.17081E+18,9,2,73,152,2017,8,17,2,3,2,6,0,1,0,0,1,0,0,7.02884E+20,5.4097E+21,1.17633E+16,4.88072E+16
179836,9.17081E+18,9,1,80,124,2017,8,17,2,3,0,4,1,0,1,0,0,0,0,6.65146E+20,5.28305E+21,1.12003E+16,4.76797E+16
179837,9.17081E+18,9,1,89,159,2017,8,11,2,3,0,1,1,0,0,0,0,0,0,7.60006E+20,5.30526E+21,1.24756E+16,4.7848E+16
179838,9.17081E+18,9,1,72,118,2017,8,17,2,3,5,3,1,1,0,0,0,0,0,7.97681E+20,5.30702E+21,1.29792E+16,4.78475E+16
179839,9.17081E+18,9,1,72,130,2017,8,16,2,3,3,2,1,1,0,0,0,0,0,7.9583E+20,5.30974E+21,1.29564E+16,4.78727E+16
179840,9.17081E+18,9,1,71,111,2017,8,16,2,3,0,7,1,0,0,0,1,0,0,7.73256E+20,5.34864E+21,1.268E+16,4.8232E+16
179841,9.17081E+18,9,1,82,137,2017,8,7,2,3,0,7,1,0,0,0,0,0,0,7.08867E+20,5.30111E+21,1.17909E+16,4.78294E+16
179842,9.17081E+18,9,1,82,129,2017,8,11,2,3,0,2,1,1,0,0,0,0,0,7.07526E+20,5.28542E+21,1.17655E+16,4.76889E+16
179843,9.17081E+18,9,1,87,179,2017,8,18,2,3,5,3,1,1,0,0,0,0,0,7.20738E+20,5.31601E+21,1.19569E+16,4.79593E+16
179844,9.17081E+18,9,1,86,147,2017,8,17,2,3,3,2,1,1,0,0,0,0,0,6.82023E+20,5.39231E+21,1.14718E+16,4.86573E+16
179845,9.17081E+18,9,1,79,142,2017,8,17,2,3,2,6,0,1,0,0,0,0,0,6.73946E+20,5.34408E+21,1.13422E+16,4.82261E+16
179846,9.17081E+18,9,1,81,128,2017,8,13,2,3,0,7,1,0,0,0,0,0,0,6.38401E+20,5.32861E+21,1.08588E+16,4.80957E+16
179847,9.17081E+18,9,1,77,144,2017,8,17,2,3,7,7,0,0,0,1,0,0,0,7.18787E+20,5.34778E+21,1.19471E+16,4.82454E+16
179848,9.17081E+18,9,1,75,122,2017,8,13,2,2,0,1,1,0,0,0,0,0,0,7.21156E+20,5.32615E+21,1.19678E+16,4.80503E+16
179849,9.17081E+18,9,1,62,0,2017,8,21,1,3,1,3,0,1,0,1,0,2,0,6.93749E+20,5.33347E+21,1.16037E+16,4.81249E+16
179850,9.17081E+18,9,1,62,0,2017,8,10,1,3,6,4,1,0,1,0,0,0,0,6.8905E+20,5.3324E+21,1.15402E+16,4.81167E+16
179851,9.17081E+18,9,1,84,123,2017,8,20,1,3,1,5,0,1,0,0,0,2,0,7.0296E+20,5.33222E+21,1.17268E+16,4.81109E+16
179852,9.17081E+18,9,1,62,0,2017,8,18,1,3,5,3,0,1,0,0,0,0,0,6.89362E+20,5.34139E+21,1.15484E+16,4.81975E+16
179853,9.17081E+18,9,7,78,203,2017,8,3,1,3,9,7,0,1,0,0,0,2,0,6.19961E+20,5.32286E+21,1.06097E+16,4.80477E+16
179854,9.17081E+18,9,7,77,129,2017,8,15,1,3,5,3,0,1,0,0,0,1,1,6.27383E+20,5.27001E+21,1.06937E+16,4.7571E+16
179855,9.17081E+18,9,7,72,125,2017,8,15,1,2,0,1,1,0,0,0,0,0,0,6.36235E+20,5.35018E+21,1.08367E+16,4.82901E+16
179856,9.17081E+18,9,7,61,0,2017,8,19,1,2,5,3,0,1,0,0,0,0,0,6.42478E+20,5.36081E+21,1.09244E+16,4.83844E+16
