OBJECTID,UIDENTSTLA,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,IstRad,IstPKW,IstFuss,IstKrad,IstSonstig,LICHT,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
44071,8.17033E+18,8,4,25,33,2017,3,19,5,3,2,6,0,1,0,0,0,0,0,5.49171E+20,5.34526E+21,9.66248E+15,4.82586E+16
44072,8.17033E+18,8,4,21,0,2017,3,13,5,3,1,6,0,1,0,0,0,0,0,5.70078E+20,5.36425E+21,9.9473E+15,4.84275E+16
44073,8.17033E+18,8,4,25,20,2017,3,23,5,3,9,1,0,1,0,0,0,2,0,5.59368E+20,5.35995E+21,9.80192E+15,4.83899E+16
44074,8.17033E+18,8,4,17,2,2017,3,8,5,3,0,1,0,0,0,1,0,0,0,4.88808E+20,5.34891E+21,8.84911E+15,4.82933E+16
44075,8.17033E+18,8,4,15,92,2017,3,11,5,3,5,3,0,1,0,0,0,0,0,5.18975E+20,5.36446E+21,9.25652E+15,4.8433E+16
44076,8.17033E+18,8,4,15,62,2017,3,16,5,3,2,6,0,1,0,1,0,0,0,5.19192E+20,5.37865E+21,9.26012E+15,4.85607E+16
44077,8.17033E+18,8,4,15,50,2017,3,18,5,3,2,6,0,1,0,1,0,0,0,5.21454E+20,5.37623E+21,9.29065E+15,4.85388E+16
44078,8.17033E+18,8,3,15,48,2017,3,7,5,3,2,6,0,1,0,0,1,0,0,3.96394E+20,5.31003E+21,7.61282E+15,4.79352E+16
44079,8.17033E+18,8,3,15,48,2017,3,2,5,3,8,7,0,0,0,0,1,2,0,3.9698E+20,5.31044E+21,7.62056E+15,4.7939E+16
44080,8.17033E+18,8,3,37,123,2017,3,13,5,2,5,2,0,1,0,0,0,0,0,4.51257E+20,5.27743E+21,8.35097E+15,4.76484E+16
44081,8.17033E+18,8,3,36,78,2017,3,17,5,3,4,1,0,1,0,0,0,0,0,3.96218E+20,5.2873E+21,7.61591E+15,4.77307E+16
44082,8.17033E+18,8,3,35,98,2017,3,15,5,3,8,1,0,1,0,0,0,0,0,5.04393E+20,5.29664E+21,9.05868E+15,4.78231E+16
44083,8.17033E+18,8,3,35,2,2017,3,11,5,2,4,6,1,0,0,0,0,0,0,5.05587E+20,5.28584E+21,9.0745E+15,4.77259E+16
44084,8.17033E+18,8,4,36,79,2017,3,15,5,1,8,1,0,1,0,0,0,0,0,5.54296E+20,5.29074E+21,9.72463E+15,4.77678E+16
44085,8.17033E+18,8,3,27,48,2017,3,14,5,3,4,2,0,1,0,0,0,0,0,4.74054E+20,5.31855E+21,8.65205E+15,4.80197E+16
44086,8.17033E+18,8,3,27,57,2017,3,6,5,3,5,3,0,1,0,0,0,0,0,4.92699E+20,5.30995E+21,8.90224E+15,4.79428E+16
44087,8.17033E+18,8,3,26,74,2017,3,1,5,3,8,6,0,1,0,0,0,2,0,4.71413E+20,5.32191E+21,8.6164E+15,4.80498E+16
44088,8.17033E+18,8,3,26,74,2017,3,0,5,3,4,6,0,1,0,0,0,2,0,4.68634E+20,5.32368E+21,8.57898E+15,4.80656E+16
44089,8.17033E+18,8,3,26,5,2017,3,11,5,3,2,6,0,1,0,0,0,0,0,4.66496E+20,5.29985E+21,8.55215E+15,4.78512E+16
44090,8.17033E+18,8,3,25,24,2017,3,19,5,3,8,1,0,1,0,0,0,0,0,4.56464E+20,5.33932E+21,8.41404E+15,4.82056E+16
44091,8.17033E+18,8,3,25,12,2017,3,18,5,3,0,1,0,0,0,1,0,0,0,4.66121E+20,5.36031E+21,8.54233E+15,4.83951E+16
44092,8.17033E+18,8,4,17,13,2017,3,17,5,2,0,2,0,0,0,1,0,0,0,5.08347E+20,5.35154E+21,9.11259E+15,4.8317E+16
44093,8.17033E+18,8,3,17,96,2017,3,11,5,3,5,3,1,1,0,0,0,0,0,4.22349E+20,5.36885E+21,7.9495E+15,4.8468E+16
44094,8.17033E+18,8,3,17,127,2017,3,14,5,3,5,3,0,1,0,1,0,0,0,4.21306E+20,5.35183E+21,7.93858E+15,4.83148E+16
44095,8.17033E+18,8,3,17,141,2017,3,21,5,2,1,5,0,1,0,1,0,2,0,4.18223E+20,5.37676E+21,7.89214E+15,4.85386E+16
44096,8.17033E+18,8,3,17,65,2017,3,12,5,2,0,7,0,1,0,1,0,0,0,4.14164E+20,5.35404E+21,7.84181E+15,4.83337E+16
44097,8.17033E+18,8,3,17,57,2017,3,16,5,3,5,2,0,1,0,1,0,0,0,4.14287E+20,5.37822E+21,7.83853E+15,4.85512E+16
44098,8.17033E+18,8,3,15,43,2017,3,16,5,3,5,3,0,1,0,0,0,0,0,4.06762E+20,5.32289E+21,7.74881E+15,4.80525E+16
44099,8.17033E+18,8,3,16,20,2017,3,17,5,2,5,3,0,1,0,1,0,0,0,4.12389E+20,5.33638E+21,7.82153E+15,4.81746E+16
44100,8.17033E+18,8,3,11,0,2017,3,9,5,3,1,5,1,1,0,0,0,0,0,4.14019E+20,5.315E+21,7.84775E+15,4.79825E+16
44101,8.17033E+18,8,2,36,46,2017,3,12,5,3,2,6,0,1,0,0,0,0,0,4.82775E+20,5.41794E+21,8.76491E+15,4.89142E+16
44102,8.17033E+18,8,2,12,0,2017,3,15,5,3,5,3,0,1,0,0,1,0,0,4.58942E+20,5.42948E+21,8.43846E+15,4.90169E+16
44103,8.17033E+18,8,2,15,96,2017,3,17,5,3,0,3,0,1,0,1,0,0,0,4.63317E+20,5.41213E+21,8.49986E+15,4.8861E+16
44104,8.17033E+18,8,2,37,19,2017,3,9,5,3,0,1,0,0,0,1,0,0,0,4.63082E+20,5.36871E+21,8.50053E+15,4.84704E+16
44105,8.17033E+18,8,2,35,6,2017,3,18,5,3,5,3,0,1,0,0,0,0,0,4.75204E+20,5.38017E+21,8.66385E+15,4.85741E+16
44106,8.17033E+18,8,2,31,0,2017,3,16,5,3,5,2,1,1,0,0,0,0,0,4.77473E+20,5.41624E+21,8.69264E+15,4.88987E+16
44107,8.17033E+18,8,2,31,0,2017,3,8,5,3,2,6,0,1,0,0,1,0,0,4.75298E+20,5.41128E+21,8.66325E+15,4.8854E+16
44108,8.17033E+18,8,2,36,70,2017,3,6,5,2,4,2,0,1,0,1,0,0,0,4.69076E+20,5.41651E+21,8.57804E+15,4.89008E+16
44109,8.17033E+18,8,2,36,25,2017,3,7,5,3,5,3,0,1,0,0,0,0,0,4.90927E+20,5.40594E+21,8.87644E+15,4.88064E+16
44110,8.17033E+18,8,2,36,61,2017,3,9,5,3,0,7,0,1,0,0,0,0,0,4.89126E+20,5.43308E+21,8.85118E+15,4.90505E+16
44111,8.17033E+18,8,2,22,0,2017,3,11,5,2,6,7,0,0,1,0,1,0,0,4.61273E+20,5.48396E+21,8.46508E+15,4.9507E+16
44112,8.17033E+18,8,2,16,7,2017,3,16,5,3,0,1,0,1,0,0,0,0,0,4.43411E+20,5.39095E+21,8.23139E+15,4.8669E+16
44113,8.17033E+18,8,2,15,99,2017,3,6,5,3,2,6,0,1,0,0,1,0,0,4.63888E+20,5.44838E+21,8.50442E+15,4.91871E+16
44114,8.17033E+18,8,2,15,102,2017,3,16,5,3,5,3,0,1,0,0,0,0,0,4.56176E+20,5.43836E+21,8.39968E+15,4.90965E+16
44115,8.17033E+18,8,2,16,41,2017,3,16,5,2,2,6,0,1,0,1,1,0,0,4.30726E+20,5.3922E+21,8.05891E+15,4.8679E+16
44116,8.17033E+18,8,1,15,28,2017,3,12,5,2,2,7,0,1,0,0,0,0,0,4.96857E+20,5.40484E+21,8.95721E+15,4.87966E+16
44117,8.17033E+18,8,1,15,45,2017,3,21,5,3,3,6,0,1,0,0,0,2,0,5.02913E+20,5.3945E+21,9.03959E+15,4.87035E+16
44118,8.17033E+18,8,1,15,28,2017,3,8,5,3,2,6,0,0,0,0,1,0,0,4.97357E+20,5.40456E+21,8.96401E+15,4.8794E+16
44119,8.17033E+18,8,1,36,65,2017,3,17,5,3,5,2,0,1,0,0,0,0,0,5.63677E+20,5.40317E+21,9.86675E+15,4.87783E+16
44120,8.17033E+18,8,1,36,38,2017,3,17,5,1,4,6,0,1,0,1,0,0,0,5.91594E+20,5.41557E+21,1.02494E+16,4.88863E+16
44121,8.17033E+18,8,1,28,131,2017,3,16,5,3,5,2,0,1,0,0,0,0,0,5.36869E+20,5.51218E+21,9.51192E+15,4.9761E+16
44122,8.17033E+18,8,1,28,131,2017,3,16,5,2,5,2,0,1,0,0,0,0,0,5.34446E+20,5.51422E+21,9.47845E+15,4.97794E+16
44123,8.17033E+18,8,1,28,64,2017,3,13,5,2,5,3,0,0,0,1,0,0,0,5.3792E+20,5.50222E+21,9.52554E+15,4.96713E+16
44124,8.17033E+18,8,1,27,52,2017,3,12,5,2,5,2,0,1,0,1,0,0,0,5.41136E+20,5.43615E+21,9.56328E+15,4.90768E+16
44125,8.17033E+18,8,1,26,69,2017,3,7,5,3,2,6,0,1,0,0,0,0,0,5.35576E+20,5.44819E+21,9.48821E+15,4.91855E+16
44126,8.17033E+18,8,1,26,45,2017,3,14,5,3,4,2,0,1,0,0,0,0,0,5.46067E+20,5.47042E+21,9.63474E+15,4.93848E+16
44127,8.17033E+18,8,1,25,63,2017,3,16,5,2,6,4,0,1,1,0,0,0,0,5.26365E+20,5.46336E+21,9.3628E+15,4.93224E+16
44128,8.17033E+18,8,1,25,6,2017,3,17,5,1,2,6,0,0,0,0,1,0,0,5.03377E+20,5.45129E+21,9.04637E+15,4.92144E+16
44129,8.17033E+18,8,1,25,102,2017,3,14,5,3,3,6,0,1,0,0,0,0,0,5.22468E+20,5.44276E+21,9.30803E+15,4.91373E+16
44130,8.17033E+18,8,1,19,20,2017,3,6,5,3,2,6,0,1,0,0,0,2,0,5.18601E+20,5.40825E+21,9.25343E+15,4.88269E+16
44131,8.17033E+18,8,1,18,7,2017,3,14,5,3,8,7,0,1,0,0,0,0,0,5.10165E+20,5.42714E+21,9.13896E+15,4.89971E+16
44132,8.17033E+18,8,1,18,47,2017,3,18,5,3,5,3,0,1,0,0,0,0,0,5.07431E+20,5.42895E+21,9.10163E+15,4.90134E+16
44133,8.17033E+18,8,1,11,0,2017,3,17,5,3,2,6,0,1,0,0,0,0,0,5.11631E+20,5.3949E+21,9.15809E+15,4.8707E+16
44134,8.17033E+18,8,1,18,19,2017,3,17,5,2,8,1,0,0,0,1,0,0,0,5.04268E+20,5.40102E+21,9.05807E+15,4.87621E+16
44135,8.17033E+18,8,1,18,79,2017,3,6,5,2,5,2,0,1,0,1,0,2,0,5.10896E+20,5.42162E+21,9.14882E+15,4.89474E+16
44136,8.17033E+18,8,1,17,26,2017,3,17,5,3,8,1,0,0,0,1,0,0,0,5.45053E+20,5.39619E+21,9.6125E+15,4.87171E+16
44137,8.17033E+18,8,1,17,24,2017,3,21,5,3,2,6,0,1,0,0,0,2,0,5.59748E+20,5.38471E+21,9.81061E+15,4.86126E+16
44138,8.17033E+18,8,1,17,25,2017,3,10,5,3,2,6,0,0,0,0,1,0,0,5.57054E+20,5.39002E+21,9.77479E+15,4.86607E+16
44139,8.17033E+18,8,1,17,61,2017,3,7,5,3,2,6,0,1,0,0,0,0,0,5.63135E+20,5.39546E+21,9.85819E+15,4.8709E+16
44140,8.17033E+18,8,1,17,19,2017,3,15,5,3,2,6,0,1,0,0,0,0,0,5.52683E+20,5.39399E+21,9.71594E+15,4.86968E+16
44141,8.17033E+18,8,1,16,33,2017,3,18,5,3,3,6,0,1,0,0,0,0,0,5.31612E+20,5.38777E+21,9.42913E+15,4.86422E+16
44142,8.17033E+18,8,1,17,14,2017,3,12,5,2,4,6,0,1,0,0,0,0,0,5.55458E+20,5.38383E+21,9.75229E+15,4.86051E+16
44143,8.17033E+18,8,1,16,6,2017,3,22,5,3,9,1,0,1,0,0,0,2,0,5.16383E+20,5.38088E+21,9.22212E+15,4.85808E+16
44144,8.17033E+18,8,1,16,16,2017,3,18,5,3,2,6,0,1,0,0,0,0,0,5.33395E+20,5.384E+21,9.45303E+15,4.86082E+16
44145,8.17033E+18,8,1,16,71,2017,3,13,5,2,5,2,0,1,0,1,0,0,0,5.27818E+20,5.39117E+21,9.37786E+15,4.8673E+16
44146,8.17033E+18,8,1,16,20,2017,3,14,5,2,5,3,1,0,0,0,1,0,0,5.27153E+20,5.3811E+21,9.36817E+15,4.85824E+16
44147,8.17033E+18,8,1,15,34,2017,3,15,5,3,6,4,0,1,1,0,0,0,0,4.83401E+20,5.3757E+21,8.77516E+15,4.85342E+16
44148,8.17033E+18,8,1,15,3,2017,3,18,5,3,2,6,0,1,0,0,0,0,0,4.98513E+20,5.3912E+21,8.9798E+15,4.86738E+16
44149,8.17033E+18,8,1,15,3,2017,3,12,5,3,2,6,0,1,0,0,0,0,0,4.99858E+20,5.39209E+21,8.99807E+15,4.86818E+16
44150,8.17033E+18,8,1,11,0,2017,3,16,5,2,2,6,0,1,0,1,0,0,0,5.15517E+20,5.40568E+21,9.21131E+15,4.8804E+16
44151,8.17033E+18,8,4,35,16,2017,3,22,4,3,5,3,0,1,0,0,0,2,0,5.37898E+20,5.27731E+21,9.50463E+15,4.7648E+16
44152,8.17033E+18,8,4,36,94,2017,3,17,4,3,5,3,0,1,0,0,0,0,0,5.7066E+20,5.27932E+21,9.94114E+15,4.76634E+16
44153,8.17033E+18,8,4,36,64,2017,3,14,4,3,2,6,0,1,0,0,0,0,0,5.44279E+20,5.29067E+21,9.59095E+15,4.77679E+16
44154,8.17033E+18,8,4,35,29,2017,3,18,4,3,5,3,0,1,0,0,0,0,0,5.44848E+20,5.2756E+21,9.59699E+15,4.76323E+16
44155,8.17033E+18,8,4,26,19,2017,3,12,4,3,2,6,0,1,0,0,0,0,0,5.8084E+20,5.32125E+21,1.00845E+16,4.80395E+16
44156,8.17033E+18,8,4,26,21,2017,3,10,4,3,5,3,0,1,0,0,1,0,0,5.57843E+20,5.32919E+21,9.77713E+15,4.81134E+16
44157,8.17033E+18,8,4,21,0,2017,3,19,4,3,2,6,0,1,0,1,0,2,0,5.71932E+20,5.36276E+21,9.97211E+15,4.84139E+16
44158,8.17033E+18,8,4,15,61,2017,3,16,4,3,2,6,0,1,0,1,0,0,0,5.16185E+20,5.37196E+21,9.21909E+15,4.85005E+16
44159,8.17033E+18,8,4,16,41,2017,3,8,4,2,4,6,0,1,0,0,1,0,0,5.04931E+20,5.37104E+21,9.06674E+15,4.84925E+16
44160,8.17033E+18,8,4,15,59,2017,3,12,4,2,0,1,0,0,0,1,0,0,0,5.16909E+20,5.36998E+21,9.22882E+15,4.84827E+16
44161,8.17033E+18,8,4,16,41,2017,3,15,4,2,2,6,0,1,0,1,0,0,0,5.04481E+20,5.37366E+21,9.06068E+15,4.8516E+16
44162,8.17033E+18,8,3,36,69,2017,3,19,4,3,5,3,0,1,0,0,0,1,0,4.06774E+20,5.2691E+21,7.76054E+15,4.75686E+16
44163,8.17033E+18,8,3,37,66,2017,3,17,4,2,5,2,0,1,0,1,0,0,0,4.27699E+20,5.26736E+21,8.03898E+15,4.75557E+16
44164,8.17033E+18,8,3,36,94,2017,3,16,4,2,8,1,0,0,0,1,0,0,0,4.15041E+20,5.29262E+21,7.86585E+15,4.77813E+16
44165,8.17033E+18,8,3,36,103,2017,3,16,4,3,4,6,0,1,0,0,1,0,0,4.13597E+20,5.28455E+21,7.84818E+15,4.77085E+16
44166,8.17033E+18,8,3,36,50,2017,3,17,4,3,5,3,0,1,0,1,0,0,0,3.988E+20,5.27488E+21,7.65321E+15,4.76194E+16
44167,8.17033E+18,8,3,35,75,2017,3,11,4,3,2,6,0,1,0,0,0,0,0,4.92941E+20,5.28963E+21,8.9058E+15,4.776E+16
44168,8.17041E+18,8,1,19,86,2017,4,0,7,3,4,1,0,1,0,0,0,2,0,5.34959E+20,5.40464E+21,9.47599E+15,4.87938E+16
44169,8.17041E+18,8,1,36,65,2017,4,10,7,2,4,6,0,1,0,0,0,0,0,5.59836E+20,5.40584E+21,9.81486E+15,4.88027E+16
44170,8.17041E+18,8,1,19,84,2017,4,15,7,2,4,6,0,1,0,0,0,0,0,5.44391E+20,5.4119E+21,9.6052E+15,4.88585E+16
44171,8.17041E+18,8,1,18,73,2017,4,18,7,3,5,2,0,1,0,1,0,0,0,4.95512E+20,5.41822E+21,8.93874E+15,4.89169E+16
44172,8.17041E+18,8,1,18,48,2017,4,10,7,3,1,6,0,1,0,0,0,0,0,5.12246E+20,5.41526E+21,9.16705E+15,4.88902E+16
44173,8.17041E+18,8,1,18,48,2017,4,13,7,3,2,6,0,1,0,0,0,0,0,5.14203E+20,5.41634E+21,9.19379E+15,4.88998E+16
44174,8.17041E+18,8,1,18,81,2017,4,15,7,3,2,6,1,0,0,0,0,0,0,5.19179E+20,5.41294E+21,9.26153E+15,4.88691E+16
44175,8.17041E+18,8,1,15,3,2017,4,20,7,2,5,2,0,1,0,0,0,2,0,5.02146E+20,5.3915E+21,9.02916E+15,4.86766E+16
44176,8.17041E+18,8,1,18,7,2017,4,19,7,3,2,6,0,1,0,0,0,0,0,5.10466E+20,5.42705E+21,9.14308E+15,4.89963E+16
44177,8.17041E+18,8,1,18,49,2017,4,12,7,3,4,1,0,1,0,1,0,0,0,5.19753E+20,5.41911E+21,9.26966E+15,4.89246E+16
44178,8.17041E+18,8,1,17,24,2017,4,20,7,3,5,3,0,1,0,0,0,2,0,5.62173E+20,5.38584E+21,9.84367E+15,4.86225E+16
44179,8.17041E+18,8,1,36,79,2017,4,14,7,3,2,6,1,0,0,0,1,0,0,5.57932E+20,5.40111E+21,9.78828E+15,4.87603E+16
44180,8.17041E+18,8,1,16,49,2017,4,12,7,3,2,6,0,1,0,0,0,0,0,5.25674E+20,5.38456E+21,9.34832E+15,4.86135E+16
44181,8.17041E+18,8,1,16,11,2017,4,14,7,3,6,4,0,1,1,0,0,0,0,5.29142E+20,5.38004E+21,9.39506E+15,4.85728E+16
44182,8.17041E+18,8,1,35,19,2017,4,21,7,2,5,3,0,1,0,1,0,2,0,5.84443E+20,5.39238E+21,1.01472E+16,4.86788E+16
44183,8.17041E+18,8,1,16,49,2017,4,15,7,3,2,6,0,1,0,0,0,0,0,5.25283E+20,5.3855E+21,9.34308E+15,4.86221E+16
44184,8.17041E+18,8,1,15,42,2017,4,15,7,3,3,2,0,0,0,1,1,0,0,4.97031E+20,5.40663E+21,8.95956E+15,4.88127E+16
44185,8.17041E+18,8,1,36,42,2017,4,14,7,2,0,6,0,0,0,1,1,0,0,5.49606E+20,5.40486E+21,9.67544E+15,4.87947E+16
44186,8.17041E+18,8,1,11,0,2017,4,18,7,3,1,1,0,1,0,1,0,0,0,5.10699E+20,5.40338E+21,9.14564E+15,4.87833E+16
44187,8.17041E+18,8,1,11,0,2017,4,16,7,3,2,6,0,1,0,0,0,2,0,5.15444E+20,5.40504E+21,9.2103E+15,4.87981E+16
44188,8.17041E+18,8,4,37,65,2017,4,5,6,3,5,3,0,1,0,0,0,2,0,5.18565E+20,5.31867E+21,9.24898E+15,4.8021E+16
44189,8.17041E+18,8,4,36,14,2017,4,14,6,3,8,1,0,0,0,1,0,0,0,5.58179E+20,5.29972E+21,9.77764E+15,4.78482E+16
44190,8.17041E+18,8,4,36,18,2017,4,19,6,3,5,3,0,1,0,1,0,0,0,5.52163E+20,5.28404E+21,9.69535E+15,4.77076E+16
44191,8.17041E+18,8,4,35,34,2017,4,17,6,3,8,1,0,0,0,1,0,0,0,5.2953E+20,5.28622E+21,9.39381E+15,4.77287E+16
44192,8.17041E+18,8,4,35,16,2017,4,22,6,3,0,1,0,0,0,1,0,2,0,5.36027E+20,5.28166E+21,9.48008E+15,4.76873E+16
44193,8.17041E+18,8,4,26,13,2017,4,16,6,3,5,3,0,1,0,1,0,0,0,5.46276E+20,5.3225E+21,9.62101E+15,4.80541E+16
44194,8.17041E+18,8,4,26,87,2017,4,18,6,3,4,6,1,1,0,0,0,0,0,5.68797E+20,5.32358E+21,9.92337E+15,4.80618E+16
44195,8.17041E+18,8,4,25,33,2017,4,15,6,2,0,6,1,0,0,0,0,0,0,5.4468E+20,5.3455E+21,9.60201E+15,4.82611E+16
44196,8.17041E+18,8,4,26,58,2017,4,16,6,2,3,2,0,0,0,1,1,0,0,5.56478E+20,5.31834E+21,9.75736E+15,4.80159E+16
44197,8.17041E+18,8,4,26,44,2017,4,13,6,2,5,3,1,1,0,0,0,0,0,5.8067E+20,5.33034E+21,1.0084E+16,4.81212E+16
44198,8.17041E+18,8,4,25,20,2017,4,13,6,3,1,1,0,1,0,0,0,0,0,5.58792E+20,5.36146E+21,9.79436E+15,4.84035E+16
44199,8.17041E+18,8,4,17,79,2017,4,12,6,3,0,7,1,1,0,0,0,0,0,5.02055E+20,5.34268E+21,9.02768E+15,4.82373E+16
44200,8.17041E+18,8,4,15,50,2017,4,6,6,3,8,1,0,1,0,0,0,1,0,5.2216E+20,5.37851E+21,9.30033E+15,4.85593E+16
44201,8.17041E+18,8,4,16,48,2017,4,18,6,3,0,1,0,0,0,1,0,0,0,4.97533E+20,5.37767E+21,8.96657E+15,4.85521E+16
44202,8.17041E+18,8,3,16,43,2017,4,15,6,3,2,6,0,1,0,0,0,0,0,4.10369E+20,5.32715E+21,7.79631E+15,4.80913E+16
44203,8.17041E+18,8,3,37,60,2017,4,11,6,3,2,6,0,1,0,0,0,0,0,4.69026E+20,5.27875E+21,8.58747E+15,4.76614E+16
44204,8.17041E+18,8,3,36,81,2017,4,18,6,2,8,1,0,0,0,1,0,0,0,4.17264E+20,5.28168E+21,7.8976E+15,4.76832E+16
44205,8.17041E+18,8,3,35,43,2017,4,18,6,3,9,1,0,0,0,1,0,0,0,5.12256E+20,5.27989E+21,9.16327E+15,4.76723E+16
44206,8.17041E+18,8,4,35,16,2017,4,18,6,3,4,2,0,1,0,1,0,0,0,5.34658E+20,5.27921E+21,9.46163E+15,4.76654E+16
44207,8.17041E+18,8,3,27,50,2017,4,17,6,3,2,6,0,1,0,0,0,0,0,4.87181E+20,5.31595E+21,8.82816E+15,4.79967E+16
44208,8.17041E+18,8,3,16,10,2017,4,14,6,3,3,2,1,1,0,0,0,0,0,4.30185E+20,5.33537E+21,8.06103E+15,4.81678E+16
44209,8.17041E+18,8,3,36,87,2017,4,16,6,2,8,1,0,0,0,1,0,0,1,4.22883E+20,5.29121E+21,7.97077E+15,4.77696E+16
44210,8.17041E+18,8,2,16,24,2017,4,11,7,3,2,2,0,1,0,1,0,0,0,4.45659E+20,5.41059E+21,8.25934E+15,4.88459E+16
44211,8.17041E+18,8,2,15,102,2017,4,4,6,2,8,1,0,1,0,0,0,2,0,4.57405E+20,5.43869E+21,8.41648E+15,4.90996E+16
44212,8.17041E+18,8,2,12,0,2017,4,3,6,2,8,7,0,0,0,0,1,2,0,4.60083E+20,5.4282E+21,8.4542E+15,4.90054E+16
44213,8.17041E+18,8,2,37,45,2017,4,18,6,3,3,6,0,1,0,1,0,0,0,4.57193E+20,5.36206E+21,8.42154E+15,4.84102E+16
44214,8.17041E+18,8,2,35,7,2017,4,16,6,3,2,6,0,1,0,1,0,0,0,4.82405E+20,5.39901E+21,8.76067E+15,4.87438E+16
44215,8.17041E+18,8,2,35,7,2017,4,15,6,3,5,3,0,1,0,0,1,0,0,4.84479E+20,5.39667E+21,8.78897E+15,4.87228E+16
44216,8.17041E+18,8,2,35,85,2017,4,10,6,3,8,1,0,0,0,1,0,0,0,4.80358E+20,5.39618E+21,8.73296E+15,4.87183E+16
44217,8.17041E+18,8,2,36,4,2017,4,15,6,2,4,6,0,1,0,0,0,0,0,4.7336E+20,5.41537E+21,8.63658E+15,4.88907E+16
44218,8.17041E+18,8,2,25,33,2017,4,16,6,3,0,3,0,1,0,1,0,0,0,5.10669E+20,5.46095E+21,9.14675E+15,4.93012E+16
44219,8.17041E+18,8,2,21,0,2017,4,14,6,3,4,7,0,1,0,1,0,0,0,4.77554E+20,5.4732E+21,8.69056E+15,4.94111E+16
44220,8.17041E+18,8,2,16,17,2017,4,19,6,2,3,6,0,0,0,1,0,0,0,4.49891E+20,5.39997E+21,8.3183E+15,4.87507E+16
44221,8.17041E+18,8,2,15,21,2017,4,16,6,3,2,6,0,1,0,0,0,0,0,4.69174E+20,5.44343E+21,8.57734E+15,4.9143E+16
44222,8.17041E+18,8,2,15,7,2017,4,5,6,3,4,2,1,1,0,0,0,2,0,4.76723E+20,5.43511E+21,8.68132E+15,4.90684E+16
44223,8.17041E+18,8,2,15,100,2017,4,9,6,3,6,4,0,0,1,0,1,0,0,4.75117E+20,5.45183E+21,8.6583E+15,4.92188E+16
44224,8.17041E+18,8,2,12,0,2017,4,7,6,3,0,7,0,0,0,1,0,0,0,4.5562E+20,5.43271E+21,8.39268E+15,4.90457E+16
44225,8.17041E+18,8,2,12,0,2017,4,18,6,3,2,6,0,1,0,0,0,0,0,4.53082E+20,5.42878E+21,8.35841E+15,4.90101E+16
44226,8.17041E+18,8,1,18,27,2017,4,19,6,2,4,6,0,1,0,0,0,0,0,5.02468E+20,5.41005E+21,9.03364E+15,4.88434E+16
44227,8.17041E+18,8,1,15,3,2017,4,15,6,3,2,6,0,1,0,0,0,0,0,4.97333E+20,5.39121E+21,8.96378E+15,4.8674E+16
44228,8.17041E+18,8,1,18,81,2017,4,15,6,2,4,6,0,1,0,0,0,0,0,5.20422E+20,5.41363E+21,9.27851E+15,4.88753E+16
44229,8.17041E+18,8,1,36,19,2017,4,14,6,3,5,3,0,1,0,0,0,0,0,5.87577E+20,5.42551E+21,1.01968E+16,4.89763E+16
44230,8.17041E+18,8,1,35,26,2017,4,15,6,3,2,6,0,1,0,0,0,0,0,5.91849E+20,5.39674E+21,1.02487E+16,4.87169E+16
44231,8.17041E+18,8,1,35,25,2017,4,15,6,3,2,6,0,1,0,0,0,0,0,5.81053E+20,5.40099E+21,1.01028E+16,4.87567E+16
44232,8.17041E+18,8,1,35,20,2017,4,14,6,3,2,6,0,1,0,0,0,0,0,5.88527E+20,5.38458E+21,1.0201E+16,4.8608E+16
44233,8.17041E+18,8,1,25,58,2017,4,17,6,2,2,6,0,1,0,1,0,0,0,5.09933E+20,5.44365E+21,9.1362E+15,4.91456E+16
44234,8.17041E+18,8,1,21,0,2017,4,21,6,2,0,3,0,1,0,0,0,2,0,5.09669E+20,5.44745E+21,9.13267E+15,4.91798E+16
44235,8.17041E+18,8,1,21,0,2017,4,9,6,3,2,6,0,1,0,0,0,0,0,5.17052E+20,5.444E+21,9.23382E+15,4.91486E+16
44236,8.17041E+18,8,1,19,20,2017,4,13,6,3,2,6,0,1,0,1,0,0,0,5.19641E+20,5.40668E+21,9.26753E+15,4.88128E+16
44237,8.17041E+18,8,1,18,81,2017,4,14,6,2,4,6,0,1,0,0,1,0,0,5.19412E+20,5.41182E+21,9.26465E+15,4.8859E+16
44238,8.17041E+18,8,1,17,37,2017,4,7,6,3,8,1,1,0,0,0,0,0,0,5.55008E+20,5.39831E+21,9.74812E+15,4.87354E+16
44239,8.17041E+18,8,4,25,79,2017,4,16,6,2,8,1,0,1,0,0,0,0,0,5.59348E+20,5.37358E+21,9.80359E+15,4.85126E+16
44240,8.17041E+18,8,1,16,49,2017,4,21,6,3,1,7,0,1,0,0,0,2,0,5.24142E+20,5.38559E+21,9.3276E+15,4.86229E+16
44241,8.17041E+18,8,1,16,73,2017,4,16,6,3,8,1,0,0,0,1,0,0,0,5.19192E+20,5.39026E+21,9.26065E+15,4.86651E+16
44242,8.17041E+18,8,1,16,77,2017,4,6,6,3,5,3,0,1,0,1,0,2,0,5.1477E+20,5.38975E+21,9.20057E+15,4.86606E+16
