OBJECTID_1,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
190,1,0,62,60,2018,1,12,6,3,2,6,0,0,1,0,0,0,0,1,5.82045E+20,5.93201E+21,1.02378E+16,5.35306E+16
191,1,0,60,53,2018,1,12,4,3,9,1,0,0,1,0,0,0,0,1,5.83014E+20,5.9692E+21,1.02624E+16,5.38646E+16
192,1,0,59,18,2018,1,17,5,3,2,6,2,0,1,0,0,0,0,1,5.35924E+20,6.03809E+21,9.55457E+15,5.44892E+16
193,1,0,2,0,2018,1,15,3,3,6,4,0,0,1,1,0,0,0,0,5.73651E+20,6.01863E+21,1.01321E+16,5.43102E+16
194,1,0,4,0,2018,1,14,3,3,2,6,0,0,1,0,0,0,0,1,5.655E+20,5.99106E+21,1.00008E+16,5.40636E+16
195,1,0,55,46,2018,1,13,2,3,5,3,0,0,1,0,0,0,0,0,6.41036E+20,6.03513E+21,1.1175E+16,5.44442E+16
196,1,0,54,128,2018,1,14,2,3,9,7,0,0,1,0,0,0,0,0,4.99984E+20,6.04795E+21,8.99975E+15,5.45791E+16
197,1,0,58,112,2018,1,19,1,3,5,3,2,0,1,0,0,0,0,0,5.67589E+20,6.02477E+21,1.00403E+16,5.43662E+16
198,1,0,53,129,2018,1,1,2,3,5,3,2,0,1,0,0,0,0,1,5.84322E+20,5.92761E+21,1.0271E+16,5.34907E+16
199,1,0,3,0,2018,1,14,4,3,2,2,0,0,1,0,0,0,0,1,6.10995E+20,5.96827E+21,1.06874E+16,5.3851E+16
200,1,0,4,0,2018,1,8,5,2,3,6,1,1,1,0,0,0,0,1,5.63727E+20,5.99419E+21,9.97435E+15,5.40919E+16
201,1,0,57,73,2018,1,13,6,3,5,3,0,1,1,0,0,0,0,1,5.89196E+20,6.02756E+21,1.03736E+16,5.4388E+16
202,1,0,61,44,2018,1,19,5,3,2,6,2,0,1,0,0,1,0,1,5.42419E+20,5.96403E+21,9.64441E+15,5.38231E+16
203,1,0,58,31,2018,1,18,4,2,8,1,2,0,1,0,0,0,0,2,5.411E+20,6.00186E+21,9.62947E+15,5.41631E+16
204,1,0,56,41,2018,1,17,2,3,6,2,2,0,1,1,0,0,0,0,5.59598E+20,5.95449E+21,9.9035E+15,5.37356E+16
205,1,0,58,30,2018,1,18,3,3,8,1,2,0,0,0,0,0,1,2,5.3948E+20,6.03017E+21,9.60841E+15,5.44178E+16
206,1,0,60,4,2018,1,23,2,3,5,3,2,0,1,0,0,0,0,1,5.58132E+20,5.97455E+21,9.88507E+15,5.39161E+16
207,1,0,58,117,2018,1,21,4,3,8,1,2,0,1,0,0,0,0,1,5.55267E+20,6.00125E+21,9.84631E+15,5.41563E+16
208,1,0,58,128,2018,1,9,3,3,2,6,0,0,1,0,0,0,1,0,5.60768E+20,5.98921E+21,9.92812E+15,5.40475E+16
209,1,0,59,98,2018,1,19,3,3,9,1,2,0,1,0,0,0,0,2,5.38534E+20,6.04593E+21,9.59588E+15,5.45594E+16
210,1,0,51,49,2018,1,0,2,2,6,4,2,0,1,1,0,0,0,1,5.10406E+20,6.01515E+21,9.15984E+15,5.42841E+16
211,1,0,51,47,2018,1,17,1,3,4,6,2,0,1,0,0,0,0,0,5.02317E+20,6.01236E+21,9.03557E+15,5.42592E+16
212,1,0,2,0,2018,1,17,1,3,5,2,2,0,1,0,1,0,0,0,5.73598E+20,6.01877E+21,1.01313E+16,5.43115E+16
213,1,0,53,32,2018,1,20,7,2,0,7,2,1,0,0,0,0,0,1,5.89878E+20,5.92121E+21,1.03528E+16,5.34323E+16
214,1,0,59,161,2018,1,10,3,3,5,3,0,0,1,0,0,0,0,0,5.43957E+20,6.06404E+21,9.68246E+15,5.47217E+16
215,1,0,2,0,2018,1,7,5,3,5,7,2,0,1,0,0,0,0,1,5.72257E+20,6.0198E+21,1.01109E+16,5.43209E+16
216,1,0,60,57,2018,1,19,6,3,9,1,2,0,1,0,0,0,0,1,5.84124E+20,5.97274E+21,1.02802E+16,5.38962E+16
217,1,0,60,63,2018,1,21,4,3,3,6,2,0,1,0,0,0,0,0,5.66119E+20,5.94856E+21,1.00011E+16,5.36815E+16
218,1,0,56,2,2018,1,9,4,3,2,6,0,0,1,0,0,0,0,1,5.50226E+20,5.96028E+21,9.76239E+15,5.37887E+16
219,1,0,54,41,2018,1,10,4,3,9,1,0,0,1,0,0,0,0,2,5.11331E+20,6.04985E+21,9.17538E+15,5.4596E+16
220,1,0,62,76,2018,1,17,2,3,4,6,2,0,1,0,0,0,0,0,5.70439E+20,5.95557E+21,1.00681E+16,5.3744E+16
221,1,0,62,5,2018,1,15,2,3,8,6,0,0,1,0,0,0,0,0,5.79745E+20,5.95805E+21,1.02098E+16,5.3765E+16
222,1,0,54,168,2018,1,6,3,3,5,3,2,0,1,0,0,0,0,1,4.5462E+20,6.07925E+21,8.29307E+15,5.48583E+16
223,1,0,55,36,2018,1,13,7,1,4,6,0,0,1,0,0,0,0,1,6.29261E+20,6.00998E+21,1.09826E+16,5.42215E+16
224,1,0,62,4,2018,1,8,6,3,8,1,0,0,1,0,0,0,0,0,5.86619E+20,5.96218E+21,1.03152E+16,5.38009E+16
225,1,0,61,44,2018,1,10,6,3,5,3,0,0,1,0,0,0,0,1,5.41242E+20,5.96193E+21,9.62624E+15,5.38043E+16
226,1,0,54,56,2018,1,17,3,3,5,3,2,0,1,0,0,0,0,1,5.04603E+20,6.03659E+21,9.07103E+15,5.44769E+16
227,1,0,53,32,2018,1,21,1,3,9,1,2,0,1,0,0,0,0,2,5.92407E+20,5.92115E+21,1.03909E+16,5.34312E+16
228,1,0,60,81,2018,1,21,1,2,8,7,2,0,1,0,0,0,0,0,5.98943E+20,5.9753E+21,1.05065E+16,5.39167E+16
229,1,0,54,68,2018,1,4,7,3,9,1,2,0,1,0,0,0,0,1,4.94552E+20,6.07178E+21,8.91527E+15,5.47932E+16
230,1,0,59,174,2018,1,7,3,3,2,6,2,0,1,0,0,0,0,1,5.21807E+20,6.06152E+21,9.33839E+15,5.47005E+16
231,1,0,59,186,2018,1,12,5,3,2,2,0,0,1,0,0,1,0,2,5.48781E+20,6.06775E+21,9.75796E+15,5.47546E+16
232,1,0,62,4,2018,1,6,5,3,3,6,2,0,1,0,0,0,0,1,5.94087E+20,5.96417E+21,1.04292E+16,5.38175E+16
233,1,0,55,35,2018,1,12,4,3,5,3,0,0,1,0,0,0,0,1,6.15081E+20,5.97982E+21,1.07538E+16,5.39539E+16
234,1,0,61,34,2018,1,9,3,2,2,2,0,0,1,0,0,0,0,1,5.30941E+20,5.9756E+21,9.47121E+15,5.39279E+16
235,1,0,55,7,2018,1,17,2,3,8,1,2,0,1,0,0,0,0,2,5.96846E+20,5.99562E+21,1.0481E+16,5.40996E+16
236,1,0,55,42,2018,1,23,2,3,5,3,2,0,1,0,0,0,0,1,6.15986E+20,5.98423E+21,1.07692E+16,5.39933E+16
237,1,0,2,0,2018,1,6,3,3,0,7,2,0,0,0,1,0,0,1,5.75985E+20,6.01923E+21,1.01681E+16,5.43153E+16
238,1,0,51,26,2018,1,10,5,3,8,1,0,0,1,0,0,0,0,2,5.1759E+20,5.99015E+21,9.26872E+15,5.40593E+16
239,1,0,61,104,2018,1,16,6,3,5,2,1,0,1,0,0,0,0,1,5.37832E+20,5.96629E+21,9.57501E+15,5.38437E+16
240,1,0,3,0,2018,1,17,5,3,6,2,2,0,1,1,0,0,0,1,6.08776E+20,5.96813E+21,1.06536E+16,5.38503E+16
241,1,0,56,15,2018,1,22,6,3,5,3,2,1,1,0,0,0,0,0,5.44266E+20,5.95621E+21,9.67134E+15,5.37526E+16
242,1,0,60,4,2018,1,19,4,3,6,4,2,0,1,1,0,0,0,1,5.58118E+20,5.97455E+21,9.88486E+15,5.39161E+16
243,1,0,58,33,2018,1,11,5,3,2,6,0,0,1,0,0,0,0,1,5.70067E+20,6.0028E+21,1.00733E+16,5.41685E+16
244,1,0,3,0,2018,1,11,3,3,5,7,0,0,1,0,0,0,0,0,6.09549E+20,5.97291E+21,1.0667E+16,5.38931E+16
245,1,0,3,0,2018,1,15,3,3,2,6,0,0,1,0,0,0,0,1,6.10633E+20,5.96846E+21,1.06819E+16,5.38528E+16
246,1,0,61,34,2018,1,0,5,2,3,1,2,0,1,0,0,0,0,2,5.31491E+20,5.97523E+21,9.47954E+15,5.39245E+16
247,1,0,55,44,2018,1,21,5,2,1,5,2,0,1,0,1,0,0,1,6.14765E+20,5.98868E+21,1.07523E+16,5.40336E+16
248,1,0,56,43,2018,1,17,4,3,9,7,2,0,1,0,0,0,0,0,5.54182E+20,5.94603E+21,9.81992E+15,5.36602E+16
249,1,0,60,69,2018,1,8,3,3,0,7,0,0,1,0,0,0,0,1,5.88537E+20,5.98069E+21,1.03497E+16,5.39669E+16
250,1,0,3,0,2018,1,18,2,2,6,4,2,0,1,1,0,0,0,0,6.10779E+20,5.96781E+21,1.06839E+16,5.3847E+16
251,1,0,2,0,2018,1,17,2,3,2,6,2,0,1,0,0,0,1,1,5.74563E+20,6.01759E+21,1.01458E+16,5.43008E+16
252,1,0,4,0,2018,1,15,3,3,5,3,1,1,1,0,0,0,0,0,5.64002E+20,5.99194E+21,9.97808E+15,5.40717E+16
253,1,0,60,96,2018,1,14,5,3,1,6,0,0,1,0,0,0,0,2,5.89818E+20,5.97588E+21,1.03678E+16,5.39235E+16
254,1,0,53,3,2018,1,15,6,3,2,6,0,0,1,0,0,0,0,0,5.87399E+20,5.93197E+21,1.03185E+16,5.35294E+16
255,1,0,2,0,2018,1,18,5,3,2,2,2,0,1,0,0,0,0,1,5.72257E+20,6.0192E+21,1.01108E+16,5.43156E+16
256,1,0,3,0,2018,1,17,6,2,6,4,2,0,1,1,0,0,0,0,6.10594E+20,5.96747E+21,1.0681E+16,5.3844E+16
257,1,0,2,0,2018,1,17,4,2,6,4,2,0,1,1,0,0,0,1,5.75979E+20,6.01747E+21,1.01675E+16,5.42994E+16
258,1,0,62,4,2018,1,18,4,3,2,2,2,0,1,0,0,0,0,1,5.89852E+20,5.96312E+21,1.03646E+16,5.38089E+16
259,1,0,61,91,2018,1,6,4,3,7,7,2,0,1,0,0,0,0,1,5.37016E+20,5.99085E+21,9.56558E+15,5.40645E+16
260,1,0,54,131,2018,1,13,3,3,1,6,0,0,1,0,0,1,0,0,4.94116E+20,6.08069E+21,8.90831E+15,5.48733E+16
261,1,0,57,13,2018,1,6,3,3,9,1,2,0,1,0,0,0,0,1,6.01187E+20,6.01143E+21,1.05527E+16,5.42409E+16
262,1,0,62,76,2018,1,13,3,3,5,2,0,0,1,0,0,0,0,1,5.7256E+20,5.95381E+21,1.00998E+16,5.37279E+16
263,1,0,62,56,2018,1,10,2,2,8,6,0,0,1,0,0,1,0,0,5.90857E+20,5.95758E+21,1.03782E+16,5.37589E+16
264,1,0,3,0,2018,1,1,1,3,5,3,2,0,1,0,0,0,0,1,6.06196E+20,5.97001E+21,1.0615E+16,5.38677E+16
265,1,0,59,82,2018,1,15,1,3,5,3,0,0,1,0,0,0,0,0,5.4152E+20,6.05373E+21,9.64315E+15,5.46293E+16
266,1,0,62,4,2018,1,17,3,2,6,2,2,0,1,1,0,0,0,0,5.90556E+20,5.96353E+21,1.03754E+16,5.38124E+16
267,1,0,4,0,2018,1,7,5,2,6,4,2,0,1,1,0,0,0,1,5.64292E+20,5.99068E+21,9.98225E+15,5.40604E+16
268,1,0,59,116,2018,1,6,6,3,9,1,2,0,1,0,0,0,0,1,5.36506E+20,6.06367E+21,9.56673E+15,5.4719E+16
269,1,0,2,0,2018,1,9,2,3,2,6,0,0,1,0,0,0,0,2,5.71914E+20,6.02259E+21,1.01063E+16,5.4346E+16
270,1,0,56,1,2018,1,13,1,3,5,2,0,0,1,0,0,0,0,0,5.49629E+20,5.9431E+21,9.75057E+15,5.36343E+16
271,1,0,53,136,2018,1,10,5,3,5,3,0,0,1,0,0,0,0,2,6.19884E+20,5.95061E+21,1.08156E+16,5.36904E+16
272,1,0,58,43,2018,1,19,6,3,8,7,2,0,0,0,0,1,0,1,5.53627E+20,6.03625E+21,9.82749E+15,5.44711E+16
273,1,0,57,62,2018,1,17,5,3,6,2,2,0,1,1,0,0,0,1,5.8367E+20,6.01055E+21,1.02837E+16,5.42361E+16
274,1,0,58,34,2018,1,5,4,2,5,3,2,1,1,0,0,0,0,2,5.43762E+20,6.01866E+21,9.6727E+15,5.4314E+16
275,1,0,51,24,2018,1,14,2,3,5,3,0,0,1,0,0,0,0,0,5.0708E+20,5.97714E+21,9.10786E+15,5.39426E+16
276,1,0,59,79,2018,1,21,3,3,8,1,2,0,1,0,0,0,0,2,5.23542E+20,6.04036E+21,9.36361E+15,5.45103E+16
277,1,0,60,4,2018,1,11,1,3,9,1,0,0,1,0,0,0,0,1,5.59275E+20,5.97382E+21,9.90233E+15,5.39094E+16
278,1,0,1,0,2018,1,9,1,3,5,3,0,0,1,0,0,0,0,1,5.26677E+20,6.07044E+21,9.41477E+15,5.47805E+16
279,1,0,58,52,2018,1,20,7,3,2,6,2,0,1,0,1,0,0,1,5.46307E+20,6.038E+21,9.71483E+15,5.44875E+16
280,1,0,59,83,2018,1,11,5,3,1,1,0,0,1,0,0,0,1,2,5.49637E+20,6.0551E+21,9.76912E+15,5.46408E+16
281,1,0,60,44,2018,1,7,6,3,2,6,2,0,1,0,0,0,0,1,5.61536E+20,5.96699E+21,9.93538E+15,5.38478E+16
282,1,0,56,48,2018,1,19,4,3,1,1,1,0,1,0,1,0,0,0,5.47826E+20,5.94918E+21,9.72424E+15,5.36891E+16
283,1,0,51,99,2018,1,17,4,3,8,1,2,0,1,0,0,0,0,2,5.18012E+20,5.99225E+21,9.27531E+15,5.40781E+16
284,1,0,62,27,2018,1,16,2,3,2,6,0,0,1,0,0,0,0,1,5.88548E+20,5.95288E+21,1.03418E+16,5.37171E+16
285,1,0,51,113,2018,1,21,4,1,7,7,2,0,1,0,0,0,0,0,5.02452E+20,5.99938E+21,9.03754E+15,5.41426E+16
286,1,0,57,46,2018,1,7,4,3,8,1,2,0,1,0,0,0,0,2,5.90786E+20,6.00882E+21,1.03924E+16,5.42194E+16
287,1,0,60,39,2018,1,7,2,3,2,6,2,0,1,0,0,0,0,0,5.65475E+20,5.95854E+21,9.99344E+15,5.37713E+16
288,1,0,61,56,2018,1,17,2,3,5,2,2,0,1,0,0,0,0,1,5.32207E+20,5.97268E+21,9.49018E+15,5.39016E+16
289,1,0,55,28,2018,1,19,1,3,9,1,2,0,1,0,0,0,0,2,5.99873E+20,6.00518E+21,1.05305E+16,5.4185E+16
290,1,0,60,44,2018,1,15,7,3,2,6,1,0,1,0,0,0,0,0,5.62063E+20,5.96474E+21,9.94293E+15,5.38274E+16
291,1,0,2,0,2018,1,10,6,3,5,3,0,1,0,0,0,0,0,0,5.72918E+20,6.01966E+21,1.0121E+16,5.43196E+16
292,1,0,59,159,2018,1,13,7,2,3,1,0,0,1,0,0,1,0,1,5.27723E+20,6.05765E+21,9.42982E+15,5.46655E+16
293,1,0,59,184,2018,1,4,5,2,8,1,2,0,1,0,0,0,0,2,5.26507E+20,6.06032E+21,9.4112E+15,5.46895E+16
294,1,0,53,135,2018,1,6,5,2,8,1,2,0,1,0,0,0,1,1,5.92892E+20,5.92487E+21,1.03993E+16,5.34647E+16
295,1,0,55,33,2018,1,8,4,3,5,2,1,0,1,0,0,0,0,1,6.22182E+20,6.01702E+21,1.0877E+16,5.42864E+16
296,1,0,56,5,2018,1,8,3,2,6,4,0,0,1,1,0,0,0,1,5.59836E+20,5.94833E+21,9.90592E+15,5.36802E+16
297,1,0,3,0,2018,1,14,2,3,2,6,0,0,1,0,0,0,0,0,6.08218E+20,5.97028E+21,1.06459E+16,5.38697E+16
298,1,0,55,27,2018,1,17,2,3,6,4,2,0,1,1,0,0,0,1,6.23133E+20,6.00955E+21,1.08885E+16,5.42192E+16
299,1,0,53,32,2018,1,9,4,3,2,7,0,0,1,0,0,0,0,1,5.90997E+20,5.92308E+21,1.03702E+16,5.34489E+16
300,1,0,61,50,2018,1,11,5,3,5,3,0,0,1,0,0,0,0,2,5.40937E+20,5.9594E+21,9.62128E+15,5.37816E+16
301,1,0,51,48,2018,1,13,6,3,5,3,0,1,1,0,0,0,0,1,5.04774E+20,6.00005E+21,9.07308E+15,5.41486E+16
302,1,0,53,100,2018,1,19,2,3,5,3,2,1,1,0,0,0,0,1,6.14981E+20,5.95143E+21,1.07416E+16,5.36989E+16
303,1,0,61,61,2018,1,4,6,3,8,1,2,0,1,0,0,0,1,2,5.36669E+20,5.96962E+21,9.55773E+15,5.38737E+16
304,1,0,58,86,2018,1,18,7,2,7,7,2,0,1,0,0,0,1,0,5.42451E+20,6.00643E+21,9.65081E+15,5.42041E+16
305,1,0,60,39,2018,1,17,5,3,5,3,2,0,1,0,0,0,0,1,5.64589E+20,5.96066E+21,9.98045E+15,5.37905E+16
306,1,0,51,21,2018,1,14,6,2,4,6,0,0,1,0,0,0,0,1,5.01464E+20,5.97703E+21,9.0223E+15,5.39416E+16
307,1,0,51,114,2018,1,18,4,3,9,1,2,0,1,0,0,0,0,2,5.1928E+20,6.00607E+21,9.29557E+15,5.42023E+16
308,1,0,55,35,2018,1,10,5,3,2,6,0,0,1,0,0,0,0,1,6.13968E+20,5.97567E+21,1.07353E+16,5.39168E+16
309,1,0,61,46,2018,1,18,3,3,5,2,1,0,1,0,0,0,0,0,5.34018E+20,5.97601E+21,9.51812E+15,5.39313E+16
310,1,0,3,0,2018,1,13,3,3,5,2,0,1,1,0,0,0,0,0,6.1127E+20,5.9691E+21,1.06918E+16,5.38585E+16
311,1,0,4,0,2018,1,5,2,3,4,6,2,0,1,0,0,0,0,1,5.65107E+20,5.98847E+21,9.99423E+15,5.40403E+16
312,1,0,1,0,2018,1,19,2,3,5,2,2,0,1,0,0,0,0,1,5.29801E+20,6.07058E+21,9.46336E+15,5.47815E+16
313,1,0,62,14,2018,1,10,5,2,2,6,0,0,1,0,0,0,0,2,5.82523E+20,5.95207E+21,1.02503E+16,5.37108E+16
314,1,0,3,0,2018,1,15,6,3,1,5,0,0,1,0,1,0,0,0,6.12298E+20,5.97099E+21,1.07082E+16,5.38752E+16
315,1,0,2,0,2018,1,13,5,3,2,6,0,0,1,0,0,0,0,1,5.72085E+20,6.02125E+21,1.01086E+16,5.4334E+16
316,1,0,58,173,2018,1,7,6,3,8,1,2,0,1,0,0,0,0,1,5.53021E+20,6.03259E+21,9.81749E+15,5.44383E+16
317,1,0,2,0,2018,1,15,4,3,5,3,0,0,1,0,0,0,0,1,5.73213E+20,6.01875E+21,1.01254E+16,5.43114E+16
318,1,0,3,0,2018,1,7,4,3,4,6,2,1,0,0,0,0,0,1,6.10584E+20,5.96869E+21,1.06813E+16,5.38549E+16
319,1,0,56,5,2018,1,17,4,3,6,3,2,0,1,1,0,0,0,1,5.59951E+20,5.94596E+21,9.90721E+15,5.3659E+16
320,1,0,59,53,2018,1,7,3,3,5,3,1,0,1,0,0,0,0,0,5.3495E+20,6.02766E+21,9.5383E+15,5.43955E+16
321,1,0,62,94,2018,1,20,3,3,2,7,2,0,1,0,0,0,1,0,6.00318E+20,5.96466E+21,1.05239E+16,5.38208E+16
322,1,0,3,0,2018,2,7,2,3,5,3,1,1,1,0,0,0,0,2,6.09319E+20,5.97029E+21,1.06626E+16,5.38696E+16
323,1,0,56,21,2018,1,13,3,2,8,7,0,0,0,0,0,1,0,0,5.62061E+20,5.95151E+21,9.94024E+15,5.37086E+16
324,1,0,58,53,2018,2,7,3,3,5,3,0,0,1,0,0,0,0,1,5.69401E+20,6.01061E+21,1.00649E+16,5.42388E+16
325,1,0,51,72,2018,1,18,2,3,5,3,2,1,1,0,0,0,0,1,5.0048E+20,5.97809E+21,9.00731E+15,5.39512E+16
326,1,0,61,46,2018,2,13,6,3,5,3,0,0,1,0,0,0,0,1,5.32334E+20,5.97883E+21,9.49277E+15,5.39568E+16
327,1,0,59,115,2018,2,18,2,3,9,1,2,0,1,0,0,0,0,2,5.14946E+20,6.06077E+21,9.23189E+15,5.4694E+16
328,1,0,59,176,2018,2,12,5,3,5,2,0,0,1,0,0,0,0,1,5.32686E+20,6.07359E+21,9.50855E+15,5.48084E+16
329,1,0,60,44,2018,1,12,2,2,2,6,0,0,1,0,0,1,0,1,5.64009E+20,5.9643E+21,9.97239E+15,5.38233E+16
330,1,0,1,0,2018,2,7,5,3,0,3,2,1,1,0,0,0,0,2,5.27949E+20,6.07037E+21,9.43454E+15,5.47798E+16
331,1,0,60,54,2018,2,23,7,2,5,3,2,0,1,0,0,0,0,1,5.58336E+20,5.9705E+21,9.8874E+15,5.38797E+16
332,1,0,55,41,2018,2,15,3,2,4,6,0,0,1,0,0,0,0,1,6.08179E+20,5.99766E+21,1.0655E+16,5.41157E+16
333,1,0,56,28,2018,1,18,2,3,5,3,2,0,1,0,0,0,0,1,5.44496E+20,5.94182E+21,9.67276E+15,5.36233E+16
334,1,0,1,0,2018,2,15,4,3,0,3,0,1,0,0,0,0,1,0,5.27997E+20,6.06956E+21,9.43522E+15,5.47725E+16
335,1,0,56,49,2018,1,18,2,3,0,7,2,1,0,0,0,0,0,1,5.44671E+20,5.94896E+21,9.67643E+15,5.36874E+16
336,1,0,53,60,2018,2,14,2,3,2,6,0,0,1,0,0,0,1,0,5.93632E+20,5.93549E+21,1.04136E+16,5.35599E+16
337,1,0,61,91,2018,2,12,2,3,9,1,0,0,0,0,0,0,1,1,5.37863E+20,5.99185E+21,9.57864E+15,5.40735E+16
338,1,0,53,32,2018,1,16,2,3,2,6,1,0,1,0,0,0,1,1,5.91248E+20,5.92171E+21,1.03736E+16,5.34365E+16
339,1,0,2,0,2018,2,12,6,3,3,6,0,0,1,0,0,1,0,1,5.72416E+20,6.01839E+21,1.0113E+16,5.43082E+16
340,1,0,61,97,2018,2,7,1,3,1,5,1,0,1,0,1,0,0,2,5.31398E+20,5.98942E+21,9.4796E+15,5.40521E+16
341,1,0,62,91,2018,2,14,4,3,8,1,0,0,1,0,0,0,0,0,5.90956E+20,5.94998E+21,1.03774E+16,5.36906E+16
342,1,0,62,6,2018,1,13,2,3,2,6,0,0,1,0,0,0,0,1,5.85056E+20,5.95277E+21,1.02889E+16,5.37167E+16
343,1,0,56,49,2018,1,8,4,3,2,6,0,0,1,0,0,0,0,1,5.43859E+20,5.94834E+21,9.66405E+15,5.36819E+16
344,1,0,53,116,2018,1,19,2,3,6,4,2,0,1,1,0,0,0,1,5.98845E+20,5.93028E+21,1.04906E+16,5.35121E+16
345,1,0,60,48,2018,2,21,5,3,8,1,2,0,1,0,0,0,0,2,5.86345E+20,5.97385E+21,1.03143E+16,5.39059E+16
346,1,0,1,0,2018,2,13,2,3,2,6,0,0,1,0,0,0,0,1,5.25856E+20,6.06981E+21,9.40196E+15,5.47748E+16
347,1,0,60,44,2018,2,8,4,2,2,6,0,0,1,0,0,0,0,1,5.63818E+20,5.96533E+21,9.96971E+15,5.38326E+16
348,1,0,55,44,2018,1,17,2,3,6,2,2,0,1,1,0,0,0,1,6.14675E+20,5.98746E+21,1.07505E+16,5.40226E+16
349,1,0,58,144,2018,2,5,5,3,8,1,2,0,1,0,0,0,0,1,5.62677E+20,6.00212E+21,9.95996E+15,5.41634E+16
350,1,0,55,44,2018,1,8,2,2,5,2,0,0,1,0,0,0,0,0,6.13116E+20,5.98877E+21,1.07272E+16,5.40348E+16
351,1,0,3,0,2018,1,18,4,3,5,3,1,0,1,0,0,0,0,1,6.10102E+20,5.96994E+21,1.06744E+16,5.38663E+16
352,1,0,58,135,2018,1,14,4,3,0,1,0,0,0,0,1,0,0,1,5.43188E+20,6.01745E+21,9.66369E+15,5.43031E+16
353,1,0,58,43,2018,2,17,7,3,2,6,1,0,1,0,0,0,0,0,5.54706E+20,6.03494E+21,9.8439E+15,5.44591E+16
354,1,0,58,52,2018,2,17,3,3,9,7,1,0,1,0,0,0,0,0,5.45375E+20,6.03746E+21,9.70035E+15,5.44827E+16
355,1,0,58,135,2018,1,17,2,3,5,3,2,0,1,0,0,0,0,1,5.43814E+20,6.01755E+21,9.67333E+15,5.4304E+16
356,1,0,62,86,2018,2,8,4,3,3,6,0,0,1,0,0,0,0,1,5.87761E+20,5.93605E+21,1.03251E+16,5.3566E+16
357,1,0,4,0,2018,1,19,2,3,2,6,2,0,1,0,0,0,0,1,5.64292E+20,5.99068E+21,9.98226E+15,5.40604E+16
358,1,0,2,0,2018,2,0,1,3,5,3,2,0,1,0,0,0,1,2,5.74869E+20,6.01934E+21,1.01509E+16,5.43164E+16
359,1,0,62,1,2018,2,11,2,3,2,6,0,0,1,0,0,0,0,2,5.81887E+20,5.94815E+21,1.02397E+16,5.36757E+16
360,1,0,4,0,2018,1,10,2,3,1,6,0,0,1,0,0,0,0,1,5.63253E+20,5.99354E+21,9.96697E+15,5.40861E+16
361,1,0,60,46,2018,2,9,5,3,2,6,0,0,1,0,0,0,0,1,5.74226E+20,5.95612E+21,1.01256E+16,5.37484E+16
362,1,0,53,83,2018,2,19,1,3,5,2,2,0,1,0,0,0,1,1,6.03624E+20,5.91503E+21,1.05576E+16,5.33742E+16
363,1,0,57,57,2018,2,11,4,3,5,2,0,1,1,0,0,0,0,0,5.92277E+20,6.0021E+21,1.04132E+16,5.41587E+16
364,1,0,2,0,2018,1,17,2,3,2,6,2,0,1,0,0,0,0,1,5.73408E+20,6.01977E+21,1.01286E+16,5.43205E+16
365,1,0,57,73,2018,1,8,2,3,5,3,0,0,1,0,0,0,0,1,5.88629E+20,6.02775E+21,1.03649E+16,5.43898E+16
366,1,0,55,43,2018,2,15,5,2,9,1,1,0,1,0,0,0,0,2,6.13847E+20,6.01269E+21,1.07474E+16,5.42495E+16
367,1,0,57,5,2018,1,12,2,2,4,6,0,0,1,0,0,1,0,1,5.84232E+20,5.99633E+21,1.02884E+16,5.41082E+16
368,1,0,2,0,2018,2,10,6,3,5,3,0,0,1,0,0,0,0,0,5.7309E+20,6.02158E+21,1.01242E+16,5.43369E+16
369,1,0,60,2,2018,2,8,2,3,9,1,0,0,1,0,0,0,0,2,5.59931E+20,5.96285E+21,9.91018E+15,5.38108E+16
370,1,0,57,70,2018,1,6,2,3,5,3,2,0,1,0,0,0,0,1,5.87981E+20,6.00817E+21,1.03492E+16,5.4214E+16
371,1,0,3,0,2018,2,15,3,3,5,3,0,0,1,0,0,0,0,1,6.11612E+20,5.96878E+21,1.06969E+16,5.38555E+16
372,1,0,54,144,2018,1,7,2,3,2,2,1,0,1,0,0,0,0,1,5.1099E+20,6.04672E+21,9.16999E+15,5.45679E+16
373,1,0,60,43,2018,2,0,7,2,8,1,2,0,1,0,0,0,0,1,5.76853E+20,5.9634E+21,1.01673E+16,5.38134E+16
374,1,0,56,43,2018,2,17,6,3,5,2,2,0,1,0,0,0,0,1,5.5529E+20,5.945E+21,9.83651E+15,5.36508E+16
375,1,0,54,56,2018,2,14,3,3,2,6,0,0,1,0,0,0,0,0,5.05507E+20,6.03598E+21,9.08497E+15,5.44715E+16
376,1,0,59,126,2018,1,14,2,3,8,1,0,0,1,0,0,0,0,1,5.31609E+20,6.06758E+21,9.49114E+15,5.47544E+16
377,1,0,56,50,2018,2,17,3,2,6,2,2,0,1,1,0,0,0,1,5.48109E+20,5.93751E+21,9.72671E+15,5.35842E+16
378,1,0,60,96,2018,1,14,2,2,2,6,0,0,1,0,0,0,1,1,5.9239E+20,5.9753E+21,1.04067E+16,5.39179E+16
